# exaritool /usr/local/powerflow/6-2022-R1/dist/generic/tools/ri_scripts/forces.ri fields_res10.snc -out forces_Re100_res10.txt -sec -units mks -name cyl
# Selecting measurements...
# fields_res10.snc:
#	Face (cyl): 70/812
# Number of measurements selected:
#        70 fields_res10.snc
#        70 Total
# Calculating surface normals... done.
# Origin (mks): -0.0 -0.0
# Origin (lattice): -0.0 -0.0
#
# Total selected surface area (mks, timestep 0):  6.2790519058704408
# Projected surface area (sum(abs(n)*A), mks, timestep 0):  3.9999999708608569 3.9921068929862669
# Integrated surface area (sum(n*A), mks, timestep 0):  -2.5378424639566077e-09 5.7429513436457746e-09
#
# Characteristic properties (in mks units):
#	Density:   1.1841314120007744
#	Velocity:  1.0000000000000004
#	Area:      1.0
#	Pressure:  101324.99999999996

     time(s)      Fx           Fy     
300.0586915       1.88928     -0.15909
301.8771739       1.85387     0.258861
303.6956563       1.89614     0.428976
305.5141387       1.89958     0.206973
307.3326212       1.85152     -0.21263
309.1511036        1.8872    -0.430773
310.969586        1.90367    -0.253351
312.7880684       1.85422     0.163042
314.6065508       1.88216     0.425615
316.4250333       1.90532     0.295606
318.2435157       1.85862    -0.109294
320.0619981       1.87161    -0.413133
321.8804805       1.91389    -0.332102
323.6989629       1.86003    0.0553205
325.5174453       1.86578     0.394883
327.3359278        1.9134     0.363965
329.1544102       1.86976   0.00201462
330.9728926       1.86097    -0.368393
332.791375        1.91018    -0.389056
334.6098574       1.87773   -0.0564308
336.4283399       1.85603     0.336357
338.2468223       1.91132     0.407855
340.0653047       1.88238     0.110293
341.8837871       1.85575    -0.298839
343.7022695       1.90422    -0.421352
345.520752        1.89396    -0.160369
347.3392344       1.85394     0.257388
349.1577168       1.89725     0.428941
350.9761992       1.90077     0.209142
352.7946816       1.85518    -0.210987
354.613164        1.89174    -0.429482
356.4316465       1.90385    -0.252946
358.2501289       1.85902     0.161922
360.0686113       1.88332     0.424526
361.8870937       1.91283     0.294242
363.7055761       1.86028    -0.110502
365.5240586       1.87577     -0.41273
367.342541         1.9156    -0.329735
369.1610234       1.86608    0.0572106
370.9795058       1.86972     0.395376
372.7979882       1.91411     0.361067
374.6164707       1.87289  -0.00256874
376.4349531       1.86293     -0.37014
378.2534355       1.91531    -0.385955
380.0719179       1.87609   -0.0503359
381.8904003       1.85891     0.340694
383.7088827       1.91137     0.406393
385.5273652       1.88537     0.103452
387.3458476       1.85556     -0.30451
389.16433          1.9044    -0.420423
390.9828124       1.89283    -0.154409
392.8012948       1.85383      0.26399
394.6197773       1.89913     0.428867
396.4382597       1.89606     0.202338
398.2567421       1.85423    -0.217611
400.0752245        1.8905     -0.43038
401.8937069       1.90367    -0.247765
403.7121893       1.85473     0.169532
405.5306718       1.88236     0.426184
407.3491542       1.90982      0.29002
409.1676366       1.85827    -0.116259
410.986119        1.87496    -0.414735
412.8046014       1.91117    -0.326632
414.6230839       1.86329    0.0627453
416.4415663       1.86794     0.396783
418.2600487       1.91368     0.358654
420.0785311       1.86812  -0.00686504
421.8970135       1.86161    -0.372394
423.715496        1.91391    -0.384729
425.5339784       1.87521   -0.0471765
427.3524608       1.85762     0.342311
429.1709432       1.90979     0.405839
430.9894256       1.88461     0.101755
432.807908        1.85554    -0.305728
434.6263905       1.90534     -0.41984
436.4448729       1.89107    -0.152577
438.2633553        1.8543      0.26491
440.0818377       1.90007     0.428625
441.9003201       1.89777     0.200934
443.7188026       1.85482    -0.219567
445.537285          1.891    -0.430276
447.3557674       1.90561    -0.246306
449.1742498       1.85704     0.170852
450.9927322       1.88426     0.426178
452.8112147       1.91009     0.287979
454.6296971       1.86025    -0.118496
456.4481795        1.8773    -0.414764
458.2666619       1.91305    -0.324058
460.0851443       1.86422    0.0661362
461.9036267       1.86917      0.39804
463.7221092       1.91578     0.356204
465.5405916       1.86978   -0.0110584
467.359074         1.8631    -0.374507
469.1775564       1.91407    -0.382513
470.9960388       1.87614   -0.0425611
472.8145213       1.85928     0.345175
474.6330037       1.91062     0.403888
476.4514861       1.88368    0.0963036
478.2699685       1.85546    -0.309615
480.0884509       1.90689    -0.418666
481.9069333       1.89027    -0.147276
483.7254158       1.85386     0.269909
485.5438982       1.89971     0.428402
487.3623806       1.89721     0.196249
489.180863        1.85442    -0.224564
490.9993454         1.891    -0.430712
492.8178279       1.90348    -0.242012
494.6363103       1.85545     0.175934
496.4547927       1.88513     0.427008
498.2732751       1.90821     0.284319
500.0917575       1.85838    -0.123885
501.91024         1.87635    -0.416307
503.7287224       1.91268    -0.321286
505.5472048       1.86268    0.0707961
507.3656872        1.8686     0.399938
509.1841696       1.91432     0.354139
511.002652        1.86835   -0.0150562
512.8211345        1.8635    -0.376208
514.6396169       1.91299    -0.380857
516.4580993       1.87467   -0.0389141
518.2765817       1.85844     0.347195
520.0950641       1.91149     0.402663
521.9135466       1.88261    0.0930724
523.732029        1.85525    -0.311848
525.5505114       1.90672     -0.41806
527.3689938       1.89036    -0.144627
529.1874762       1.85461     0.272123
531.0059587       1.89981     0.427922
532.8244411       1.89707     0.193659
534.6429235       1.85459    -0.226837
536.4614059       1.89279    -0.430515
538.2798883       1.90329     -0.23934
540.0983707         1.856     0.178836
541.9168532       1.88576     0.427251
543.7353356       1.90943     0.281869
545.553818        1.85931    -0.127065
547.3723004        1.8771    -0.417147
549.1907828       1.91317    -0.318846
551.0092653        1.8633    0.0743191
552.8277477       1.87077     0.401626
554.6462301       1.91429     0.351736
556.4647125       1.86863    -0.019159
558.2831949       1.86414    -0.378161
560.1016774       1.91427    -0.378689
561.9201598       1.87456   -0.0343765
563.7386422       1.85892     0.350204
565.5571246       1.91195     0.401131
567.375607        1.88252     0.088599
569.1940894       1.85605    -0.315167
571.0125719       1.90664    -0.416896
572.8310543       1.88958    -0.139897
574.6495367       1.85439     0.275819
576.4680191        1.9009     0.427371
578.2865015       1.89581     0.189309
580.104984        1.85392    -0.231185
581.9234664       1.89363    -0.430847

