# exaritool /usr/local/powerflow/6-2022-R1/dist/generic/tools/ri_scripts/forces.ri fields_res20.snc -out forces_Re20_res20.txt -sec -units mks -name cyl
# Selecting measurements...
# fields_res20.snc:
#	Face (cyl): 104/1596
# Number of measurements selected:
#       104 fields_res20.snc
#       104 Total
# Calculating surface normals... done.
# Origin (mks): -0.0 -0.0
# Origin (lattice): -0.0 -0.0
#
# Total selected surface area (mks, timestep 0):  6.279051953554152
# Projected surface area (sum(abs(n)*A), mks, timestep 0):  4.0000000200020693 3.9921069090738186
# Integrated surface area (sum(n*A), mks, timestep 0):  -1.2036199842357931e-08 -1.1663910731360416e-08
#
# Characteristic properties (in mks units):
#	Density:   1.1841314120007744
#	Velocity:  1.0000000000000004
#	Area:      1.0
#	Pressure:  101324.99999999996

     time(s)      Fx           Fy     
0.004546206047 -4.50909e-09   1.6458e-07
0.9137874154      6.07601  0.000316026
1.823028625       3.44279    0.0009542
2.732269834       3.05185  0.000705462
3.641511043       3.01769  0.000694998
4.550752253       2.97086  0.000686238
5.459993462       2.91518  0.000680382
6.369234671       2.86409  0.000670824
7.278475881       2.80956   0.00101689
8.18771709        3.34594    0.0010703
9.096958299       3.07194  0.000674658
10.00619951       2.85537  0.000788231
10.91544072       2.90366   0.00068903
11.82468193       2.95645   0.00069252
12.73392314       2.93646   0.00070019
13.64316435       2.91127  0.000699404
14.55240556       2.89759  0.000701708
15.46164676       2.87771  0.000698631
16.37088797       2.98141   0.00070102
17.28012918       2.97213  0.000714949
18.18937039       2.86332  0.000710968
19.0986116        2.89166  0.000701353
20.00785281       2.91208  0.000708459
20.91709402       2.89908  0.000706312
21.82633523       2.89455  0.000710806
22.73557644       2.87926  0.000708368
23.64481765       2.83073  0.000793865
24.55405886       2.80875  0.000796551
25.46330007       2.74828  0.000798598
26.37254128       2.74149  0.000694388
27.28178249        2.8556  0.000689148
28.19102369       2.91039  0.000692664
29.1002649        2.83309   0.00079021
30.00950611       2.76445  0.000790132
30.91874732       2.83664  0.000697676
31.82798853       2.94173   0.00100384
32.73722974       2.98917  0.000702939
33.64647095        2.9656  0.000712525
34.55571216       2.91976  0.000711751
35.46495337       2.93441  0.000714487
36.37419458       3.02927  0.000718218
37.28343579       3.07369  0.000718076
38.192677         3.02748  0.000727246
39.10191821       2.96188  0.000826157
40.01115942       2.92489  0.000819466
40.92040063       2.93136   0.00081837
41.82964183       2.96782  0.000721341
42.73888304       2.99576   0.00072217
43.64812425       2.97857  0.000721218
44.55736546       2.93961  0.000817135
45.46660667       2.91642  0.000813944
46.37584788       2.90975  0.000811751
47.28508909        2.9045  0.000805682
48.1943303        2.89507   0.00080746
49.10357151       2.90142  0.000807179
50.01281272       2.91127   0.00071451
50.92205393       2.89946  0.000711194
51.83129514        2.8815  0.000803643
52.74053635       2.87837  0.000801989
53.64977756       2.88332  0.000707935
54.55901877       2.87436   0.00070571
55.46825997       2.85446  0.000799195
56.37750118        2.8502  0.000796599
57.28674239       2.86071  0.000485685
58.1959836        2.86605  0.000705232
59.10522481       2.86916   0.00070443
60.01446602       2.88055  0.000705323
60.92370723       2.89105  0.000704963
61.83294844       2.88826  0.000707099
62.74218965       2.87741  0.000703352
63.65143086       2.86958  0.000706038
64.56067207       2.86417  0.000799434
65.46991328       2.85804  0.000798971
66.37915449       2.85596  0.000486973
67.2883957        2.85875   0.00070367
68.1976369        2.85468  0.000701917
69.10687811       2.83686  0.000794874
70.01611932       2.81284  0.000792308
70.92536053       2.79236  0.000790776
71.83460174       2.78061  0.000789158
72.74384295       2.77545  0.000782972
73.65308416       2.77546     0.000782
74.56232537       2.78009  0.000690542
75.47156658       2.78188  0.000690638
76.38080779       2.77842  0.000688809
77.290049         2.77326  0.000689308
78.19929021       2.76783  0.000688031
79.10853142       2.76164  0.000687091
80.01777263       2.75746  0.000474991
80.92701384       2.76231  0.000685009
81.83625504       2.77644  0.000688398
82.74549625       2.78958  0.000687688
83.65473746       2.79367  0.000686837
84.56397867        2.7924  0.000688651
85.47321988       2.79064  0.000691139
